EGY,ENG
تعرفي الامراض المنتشرة دي منتشرة ليه؟,Do you know why all these diseases even exist?
لا!,Why?
قلة نضافة.,Cause of poor hygiene!
طبعا، انا كمان.,Of course. Me too
انا انضف واحد هتقابليه في حياتك حرفيا.,I'm literally the cleanest person you'll ever meet.
طيب بالنسبة للنهاردة هو اصل انا اول مرة يعني ادخل dating apps والحاجات دي فمش عارفة الناس بتبقى عايزة ايه من الموضوع ده. ,"Well, regarding tonight, this is the first time I ever used a dating app like this one. So, I don't know what people usually want to get out of it."
يعني انت مثلا هدفك ايه من التعارف ده؟,"You, for instance, what are your intentions on this date?"
هدفي يعني ايه؟ ,My intentions?
هي ليلة واحدة.,A one-night stand.
مفيش انضف من كدا.,Doesn't get much cleaner than that.
اصل الرجولة اتعدمت. مبقاش في رجالة. ,"You see, real men don't exist anymore. "
اصل الشهامة دي لا تشترى. ,
انا الرجولة دي بتجري في دمي. ,"But luckily, chivalry runs in my veins."
وبكرة تشوفي. ,You'll see.
انا اهلي ربوني اني مفيش ست تصرف على البيت. ,I was taught that no woman should ever have to pay for anything.
والست فلوسها لنفسها.,
معكيش 200 جنيه؟,Do you have 200 pounds?
على فكرة انتي محتاجة تاخدي بالك من نفسك الفترة الجاية شوية. ,"By the way, I think you need to be a bit more careful over the next few years."
شكلكوا عندكوا في العيلة كدا بتتخنوا من تحت. ,I can tell that you have pear-shaped genes in your family.
بالظبط، وانا بصراحة مبحبش الجو ده خالص.,"Precisely, and honestly, I'm really not into heavy girls."
بقولك معلش هو انتي هتاكلي الاكل ده؟ ,"By the way, do you think you're gonna finish all that?"
انا هاخد الطبق كله بس عشان ميرتميش.,I'll take the whole plate so it doesn't go to waste.
بس فأنا مليش في حوار الابليكيشنات و الكلام ده.,"Anyway, I'm not really into these applications and whatnot."
انا الواد قعد يلح عليا في المحل اعمل التطبيق، قولت اعمله. ,My buddy kept pressuring me to go on the application; I just tried it.
انا مش عايز اعطلك معايا. ,"I don't wanna waste your time, though."
انا اصلا متجوز وضد فكرة تعدد الزوجات.,"I'm married anyway, and I'm against polygamy, you know?"
بقولك ايه؟ ,Listen to me!
انا مبدئيا بتخن من تحت و مبحبش ادفع الحساب ولو عايز تقضي معايا ليلة واحدة فأنا بشخر يا استاذ يا استاذ يوسف.,"Basically, I will grow fat in a pear shape. I don't like to pay the bill, and if you're looking for a one-night stand, you should know that I snore, Youssef."
قرف!,Enough!
خلاص بقى! ,"Enough, for God's sake! "
خلاص!,Enough! Let me sleep.
انتي شكلك عانيتي جامد ,I can tell you've been through a lot. 
انا يا ستي يوسف احمد عبدالرحيم ,"Anyway, I'm Youssef Ahmed Abdel Raheem."
عندي شركة سياحة ي,I own a travel agency.
يمكن تكوني سمعتي عنها. ,Maybe you've heard of it.
اسمها the weekend trip ,It's called The Weekend Trip.
مطلق من حوالي سنتين,I've been divorced for two years.
يسافر كتير برا مصر بس بجي من وقت للتاني اتكلم واعرف ناس جديدة ,I often travel outside of Egypt. But I like to get to know new people from time to time.
وحاسس ان انا وانتي بندور على نفس الحاجة ,I feel you and I are looking for the same thing.
يا ترى احساسي صادق؟,Do you think I might be right?
يا ترى احساسه مظبوط؟,"I don't know, guys. Do you think he might be right?"
اخر فرصة، اخر فرصة عشان خاطري.,This is the last chance. It's the last chance. Please.
كدا كويس.,Is it good?
اه ابتسمي بقى كدا واضحكي بثقة.,It looks great. Greet them with a smile.
انا هتنقط.,I'm furious!
انا اللي هتنقط من سماجة امه. ,Same here. What a smug asshole!
والله البنت صعبانة عليا.,I really feel sorry for that girl.
تصعب عليكي؟ يصعب عليكي انا. ,"You should feel sorry for me, not her."
ايوة انتي صعبانة عليا.,I do!
هاي!,Hi!
هاي!,Hi!
ازيك يا علا؟,"Hi, how are you?"
هاي امنية!,"Hi, Omnia. "
اخبارك ايه؟,How are you? 
إزيك؟,How is everything?
هاي يا هشام ازيك؟,"Hi, Hisham. All good?"
ازيك يا علا؟,"Hi, Ola."
فاكر نسرين صاحبتي ها؟,"You remember my friend Nesrine, of course?"
اه طبعا.,Of course!
مفاجأة حلوة.,What a pleasant surprise!
مش احلى من مفاجاتك يا هيشو.,"Your surprises are way better, Hisho!"
واحشني والله مفتقداك.,I really missed seeing your face.
وانتي.,Same here!
قبل اي حاجة بس انا اسفة بجد اوي ان يوم ما قابلتك في البازار مكنتش اعرف والله. وحاسة بذنب فظيع من ساعتها. ,"First of all, I'm genuinely very sorry. When I met you at the bazaar, I had no idea, and I have been beating myself up repeatedly ever since."
حتى اسألي هشام.,You can even ask Hisham.
لا عادي يا حبيبتي مفيش حاجة. ,"Oh, it's really not a big deal, honey."
بتحصل.,It happens.
احنا نعتبر ان احنا اتعرفنا على بعض النهاردة. اوكيه؟,"We'll just pretend that this is the first time we've ever met, okay?"
أوكيه.,Okay!
شوفتي؟ ,See?
طب، اتفضلوا!,"Please, sit down!"
شكرا! ,Thank you. 
اتفضلي يا لولو!,"Sit down, Loulou."
بس انا بقى في حاجة مش ناسياها ومش هنساها.,"There's one thing that I haven't forgotten, and I won't."
وهي ان انا معجبة اوي ب your success story. ,Because I really admire your success story.
وعايزة اعمل معاكي انترفيو.,And I still want to do an interview.
تحددي الوقت الي انتي عايزاه وانا بتاعتك.,"For real. You just set a time that works, and let's do it."
طب تديني فرصة اكرهها؟ ,Can't she at least let me hate her?
امارس مهام المرأة المطلقة.,So I can follow all the other divorced women's lead?
حاضر thank you.,Sure! Thank you!
لذيذة امنية، يا هشام. ,"Omnia seems cool, Hisham."
يا ترى قولتلها تبعد عن صحابها العزاز؟ ولا لسه؟ ,Have you told her to cut ties with her best friends yet?
ولا الجيل الجديد مبياكلش معاه الكلام ده؟,Or is this something the young generation doesn't fall for?
لا، مش فاهمة.,I don't 
انا بس حبيت اقعد معاكي القعدة دي عشان نتكلم في الموضوع بشكل متحضر اكتر.,I just wanted us to have this meeting so that we could talk in a more civilized way.
اه، طبعا! حاضر!,"Yes, of course! Civil!"
وعشان مصلحة نادية وسليم طبعا.,"Also, for the sake of Nadia and Salim."
ما شاء الله و كمان بتقول سليم صح. ,"Wow, look at that. She's got Salim's name right, too! "
ما شاء الله.,Wow! Good.
لا هو طبعا الوضع صعب.,"Actually, it's a tricky situation."
الوضع صعب عليهم يعني انهم يتقبلوه خاصة نادية. ,"For them. I mean, the situation is difficult for them to accept, especially Nadia."
فاهم طبعا اكيد هي زعلانة ليه.,"You understand, of course. I'm sure you know why she's angry."
اصل معلش يعني بس هو الفرق بينك وبينها قد ايه يعني؟ عشر سنين؟,"I mean, excuse me, but the age difference between you and Nadia, is it ten years?"
لا عشر سنين ايه؟ ,"Not even ten years, I think."
تمانية maximum مش اكتر من كدا بتهيالي.,"The difference is, like, eight years maximum, I guess."
اه حاجة كدا يعني.,"Yeah, around that much."
طيب تحبو اساعدكوا ازاي انا؟ ,"Anyway, do you want to ask me for something?"
تحبوا امهدلهم مثلا ان انتو ناويين تتجوزوا؟,Would you like me to help tell them you plan to get married?
معلش بس ثانية واحدة ,"I'm sorry, but wait a second."
هو مين اصلا ان احنا بنفكر في الجواز دلوقتي؟,Neither of us is thinking about marriage.
هشام عارف كويس اوي ان انا مش متسربعة خالص عالجواز. ,Hisham knows very well I'm not in a rush to get married.
ويمكن هو حبني علشان كدا؟,And maybe that's what he likes about me.
ما شاءالله! دي مستبعية.,She doesn't even have a damn!
بصي، يا علا! ,"Look, Ola!"
انا كل اللي بطلبه منك بس ان انتي تديني فرصة!,All I'm asking here is that you give me a chance. 
على فكرة انا كمان مكنتش عايزة اجي النهاردة. ,"I have to admit, I didn't wanna come today either."
انتي مش عارفة انا حاسة بإيه وانا جاية اقابل الست اللي كانت مراته اللي عارفة عنه كل حاجة.,"You have no idea how it feels for me to come and see the woman who used to be his wife, who knows everything about him."
بس بليز حاولي بردو تستوعبي الناحية التانية. ,"But please, try to put yourself in my shoes here."
يعني انا اكيد مش سهل عليا ابدا ان انا ابدا حياتي مع حد عنده كل الbaggage ده. ,"I mean, it's surely not easy for me to start my life with someone with this kind of baggage."
ومع ذلك انا هنا وعايزة ابذل المجهود ده for this to work out,"Yet still, I'm here and willing to put in the effort for this to work out."
فيمكن انتي كمان محتاجة تعملي المجهود ده عشان ولادك حتى يقبلوا ان ابوهم بقى ليه حياة مختلقة معايا او مع غيري يا علا.,"And maybe you need to make this effort, too. For your children, at least. To help your kids accept that their father has a new life, whether with me or someone else."
وعارفة لو بس فكرتي فيها هتلاقي ان انا مش عدوتك.,"And if you just think about it, you'll realize I'm not your enemy."
بالعكس انا وانتي على فكرة في ما بينا حاجات كتير اوي مشتركة. ,Hardly! You and I have much more in common. 
اكتر ما انتي تتخيلي.,Much more than you think.
المصيبة اني مستلطفاها. ,The worst part is that I like her!
لا مش بس عشان الانترفيو.,"No, not just for the interview."
